"goal","amount_pledged","backer_count","comment_count","update_coun","has_video","body_length","body_image_count","body_video_count","raw_location","currency","end_date","start_date","status","category","subcategory"
35000,36045,104,0,11,1,7781,8,0,"Oslo, Norway","NOK",2014-12-22,2014-11-17,6,"publishing","Periodicals"
1000,1061,35,5,0,1,1201,0,0,"Durham, NC","USD",2012-09-14,2012-08-28,6,"publishing","Fiction"
5000,5185,54,27,31,1,4620,5,1,"Seattle, WA","USD",2013-07-21,2013-05-22,6,"technology","Hardware"
40000,10,2,2,0,0,716,0,0,"Aberdeen, WA","USD",2014-07-30,2014-06-30,3,"technology","Technology"
250,300,10,0,1,0,2257,0,0,"Livonia, MI","USD",2010-12-06,2010-11-15,6,"film & video","Shorts"
5000,9311,212,132,3,1,2412,17,0,"Miami, FL","USD",2015-04-08,2015-03-09,6,"technology","Technology"
12000,0,0,0,0,1,2899,6,0,"Viareggio, Italy","EUR",2015-07-23,2015-06-17,1,"art","Conceptual Art"
6000,1566,23,0,2,1,2717,5,0,"London, UK","GBP",2015-03-18,2015-02-01,3,"film & video","Horror"
5000,11,2,0,0,1,397,0,0,"St. Louis Park, MN","USD",2013-05-27,2013-04-27,3,"publishing","Fiction"
6577,0,0,0,0,1,1389,5,0,"Boston, MA","USD",2012-10-08,2012-08-09,1,"music","Music"
20000,1100,5,0,0,1,5059,7,0,"Redwood City, CA","USD",2011-12-13,2011-11-13,3,"design","Product Design"
2500,135,7,4,0,1,0,0,0,"Newark, NJ","USD",2016-06-30,2016-05-31,3,"games","Tabletop Games"
4000,NA,NA,0,0,1,1003,13,0,"Panacea, FL","USD",2016-08-27,2016-07-28,3,"design","Product Design"
1000,6202,93,8,21,1,3111,2,0,"Orlando, FL","USD",2015-10-23,2015-09-04,6,"design","Product Design"
5000,0,0,0,0,0,1173,0,0,"Indianapolis, IN","USD",2015-09-10,2015-08-11,3,"fashion","Apparel"
3400,0,0,0,0,1,1124,0,0,"Toronto, Canada","USD",2011-03-31,2011-03-04,1,"film & video","Film & Video"
2500,6052,187,11,29,1,1501,14,0,"Los Angeles, CA","USD",2015-02-27,2015-01-28,6,"comics","Comic Books"
6999,340,10,0,4,1,4701,7,0,"New York, NY","USD",2014-03-21,2014-02-25,3,"fashion","Fashion"
150000,591,5,0,1,1,396,0,0,"Los Angeles, CA","USD",2015-04-24,2015-02-23,3,"music","Pop"
500,25,1,0,0,1,1212,0,0,"Peoria, AZ","USD",2013-05-16,2013-04-12,3,"games","Tabletop Games"
4300,0,0,0,0,1,1174,1,0,"Los Angeles, CA","USD",2013-09-25,2013-08-26,3,"music","Music"
5000,5160,31,1,2,1,0,0,0,"New York, NY","USD",2016-07-14,2016-06-14,6,"film & video","Science Fiction"
1000,0,0,0,0,0,368,0,0,"Toms River, NJ","USD",2016-05-24,2016-04-24,3,"music","Rock"
12000,2313,34,0,0,1,2784,4,0,"Newark, NJ","USD",2012-04-03,2012-02-28,3,"publishing","Periodicals"
5000,661,11,3,0,1,1129,0,0,"Portland, OR","USD",2013-02-23,2013-01-24,3,"publishing","Fiction"
17000,764,10,3,0,1,0,0,0,"Los Angeles, CA","USD",2016-08-29,2016-07-30,1,"film & video","Shorts"
1100,1110,36,3,0,0,2162,2,0,"","USD",2010-08-16,2010-07-19,6,"art","Art"
1450,553,21,2,3,0,877,4,0,"Patchogue, NY","USD",2012-08-29,2012-07-30,3,"comics","Comics"
1500,0,0,0,0,1,2425,1,0,"Greater Manchester, UK","GBP",2014-08-05,2014-07-18,3,"technology","Web"
100000,13191,105,16,15,0,2627,17,2,"New York, NY","USD",2014-11-30,2014-10-01,3,"film & video","Animation"
4000,522,14,0,3,1,2664,0,0,"Salem, NY","USD",2011-08-01,2011-07-19,3,"art","Public Art"
10000,10848,238,9,11,1,1923,0,0,"Brooklyn, NY","USD",2011-12-13,2011-10-19,6,"music","Music"
500,112,5,0,0,1,1024,0,0,"Lower East Side, Manhattan, NY","USD",2012-10-17,2012-09-17,3,"film & video","Webseries"
3000,300,5,0,0,0,2940,0,0,"Orlando, FL","USD",2011-07-14,2011-06-23,3,"publishing","Publishing"
22000,0,0,0,0,1,689,0,0,"Hollywood, Los Angeles, CA","USD",2012-04-18,2012-03-19,1,"fashion","Fashion"
3400,3650,78,0,8,1,2399,10,1,"Columbia, MO","USD",2013-12-23,2013-11-22,6,"music","Indie Rock"
1500,1733,46,1,0,1,1371,0,0,"New York, NY","USD",2010-06-15,2010-05-04,6,"music","Indie Rock"
15000,1215,21,0,1,1,491,12,0,"Eureka, CA","USD",2015-11-05,2015-10-06,3,"comics","Graphic Novels"
6000,205,3,1,1,0,1224,0,0,"Bloomington, IN","USD",2013-07-09,2013-07-03,3,"publishing","Nonfiction"
2500,2575,35,16,8,1,3733,7,0,"Columbus, OH","USD",2013-04-15,2013-03-22,6,"games","Tabletop Games"
500,500,2,0,4,1,1716,0,0,"Nashville, TN","USD",2011-04-17,2011-03-22,6,"music","Music"
30,0,0,0,0,1,3073,0,0,"La Paz, Bolivia","USD",2015-04-19,2015-03-20,1,"art","Painting"
12000,1450,14,0,6,1,4763,5,0,"San Diego, CA","USD",2012-03-12,2012-02-01,3,"design","Product Design"
5000,6209,58,6,6,1,3302,7,1,"Atlanta, GA","USD",2014-05-01,2014-03-17,6,"film & video","Narrative Film"
5000,2056,80,5,19,0,3279,42,0,"Liverpool, UK","GBP",2015-07-06,2015-06-06,3,"comics","Comic Books"
35000,37065,60,12,4,1,1789,9,2,"Reno, NV","USD",2015-09-16,2015-08-12,6,"technology","Technology"
12500,12746,54,5,4,1,0,3,0,"Boston, MA","USD",2013-03-08,2013-02-02,6,"music","Indie Rock"
1200,55,1,0,0,0,291,0,0,"Fountain Valley, CA","USD",2015-10-09,2015-08-10,3,"fashion","Apparel"
30000,37622,1111,391,36,1,14292,59,12,"Phoenix, AZ","USD",2014-04-28,2014-03-24,6,"games","Video Games"
10000,215,6,0,0,1,1359,3,0,"Edinburg, TX","USD",2015-03-29,2015-02-27,1,"games","Playing Cards"
400,0,0,0,0,0,399,0,0,"Boston, MA","USD",2015-03-03,2015-02-01,1,"crafts","DIY"
10000,50,1,0,0,1,756,0,0,"Chatham, Canada","CAD",2013-10-26,2013-09-26,3,"games","Tabletop Games"
5000,NA,NA,0,0,0,1072,0,0,"Picayune, MS","USD",2016-10-01,2016-09-08,4,"games","Video Games"
2500,100,3,2,0,1,1303,12,0,"Chicago, IL","USD",2015-11-12,2015-10-13,3,"film & video","Shorts"
7500,0,0,0,0,0,2064,2,0,"Concord, NH","USD",2013-08-02,2013-06-03,1,"publishing","Nonfiction"
20000,0,0,0,0,0,715,3,0,"France, France","EUR",2015-10-05,2015-08-06,3,"comics","Webcomics"
1000,1865,47,0,2,0,712,0,0,"St. Louis, MO","USD",2012-09-17,2012-08-23,6,"music","Rock"
1500,0,0,0,0,0,2680,0,0,"South Plainfield, NJ","USD",2015-04-16,2015-03-17,3,"food","Food Trucks"
150000,6052,63,4,5,1,7092,11,1,"Tampa, FL","USD",2012-07-31,2012-06-26,3,"fashion","Fashion"
28000,7,1,0,0,0,0,0,0,"Chicago, IL","USD",2016-07-08,2016-05-23,3,"theater","Plays"
750,35,7,0,0,1,5052,1,3,"Kingston upon Hull City, UK","GBP",2014-03-13,2014-02-11,3,"film & video","Shorts"
250000,345,6,0,1,1,10198,3,0,"Los Angeles, CA","USD",2013-06-12,2013-05-13,3,"film & video","Documentary"
45000,20,1,0,0,1,7664,1,0,"Nashville, TN","USD",2012-09-15,2012-07-17,3,"publishing","Nonfiction"
2500,3782,113,29,4,0,0,0,0,"Garvagh, UK","GBP",2016-06-17,2016-05-18,6,"technology","Sound"
18000,0,0,0,0,1,650,0,0,"Halifax, Canada","USD",2011-04-30,2011-01-29,3,"publishing","Nonfiction"
1000,NA,NA,0,0,0,1607,0,0,"Omaha, NE","USD",2016-10-07,2016-09-07,4,"technology","Software"
20000,510,19,1,2,1,3857,0,0,"Miami, FL","USD",2012-02-17,2012-01-16,3,"technology","Technology"
1150,215,5,0,1,1,1322,5,0,"Cleveland, OH","USD",2012-12-27,2012-11-27,1,"design","Graphic Design"
200,260,12,0,5,0,2034,4,0,"Los Angeles, CA","USD",2015-11-16,2015-10-25,6,"games","Tabletop Games"
1850,2000,33,0,0,1,1289,9,0,"Charleston, SC","USD",2013-03-24,2013-02-25,6,"fashion","Fashion"
1,1543,49,0,0,1,1322,0,0,"New Orleans, LA","USD",2016-09-23,2016-08-24,6,"music","Music"
15100,15874,136,8,16,1,4256,3,0,"Austin, TX","USD",2013-02-12,2013-01-16,6,"film & video","Shorts"
25000,7,3,0,0,1,4385,5,0,"Los Alamitos, CA","USD",2015-01-31,2014-12-17,3,"technology","Software"
15000,1849,19,0,0,1,7773,0,0,"Asheville, NC","USD",2012-11-06,2012-10-25,3,"dance","Dance"
7500,165,5,0,0,1,1330,0,0,"Los Angeles, CA","USD",2015-04-20,2015-03-21,3,"art","Public Art"
400000,0,0,0,1,0,6692,25,0,"St. Philipsland, Netherlands","GBP",2013-06-25,2013-04-26,1,"games","Video Games"
30000,115,3,0,0,1,681,0,0,"Portland, ME","USD",2015-11-10,2015-10-11,3,"music","Music"
2000,25,1,0,0,0,1197,0,0,"Brooklyn, NY","USD",2015-09-01,2015-07-31,3,"music","Music"
1000,3385,65,0,16,1,2915,15,0,"Amsterdam, Netherlands","EUR",2016-04-06,2016-03-07,6,"art","Illustration"
20000,0,0,0,1,1,565,0,0,"Schenectady, NY","USD",2015-09-15,2015-07-27,3,"music","Jazz"
750,1040,43,2,24,1,1396,0,0,"San Antonio, TX","USD",2012-06-18,2012-04-19,6,"music","Electronic Music"
5500,5757,156,2,17,1,2228,0,3,"Charlottesville, VA","USD",2014-07-16,2014-06-20,6,"music","Music"
3000,4600,82,8,28,1,5390,6,0,"Philadelphia, PA","USD",2013-12-21,2013-11-21,6,"games","Tabletop Games"
10000,1570,30,2,2,1,5296,27,0,"Los Angeles, CA","USD",2015-05-06,2015-03-25,1,"food","Drinks"
2000,105,6,0,4,1,2268,4,0,"Kansas City, MO","USD",2014-09-09,2014-08-20,3,"film & video","Film & Video"
250,339,22,10,29,1,1367,1,0,"Garland, TX","USD",2013-01-26,2012-12-27,6,"games","Games"
7000,156,4,0,1,0,3623,0,0,"Shanghai, China","USD",2010-07-01,2010-04-02,3,"journalism","Journalism"
2500,697,9,1,2,1,1427,2,0,"Denver, CO","USD",2015-04-25,2015-03-11,3,"technology","DIY Electronics"
50000,9751,29,0,6,1,0,0,0,"Gig Harbor, WA","USD",2016-06-24,2016-05-07,3,"food","Farms"
2500,2500,45,2,4,1,1437,0,0,"Los Angeles, CA","USD",2012-07-14,2012-06-14,6,"film & video","Shorts"
70000,5370,8,0,2,1,4260,21,0,"Montreal, Canada","CAD",2015-12-01,2015-10-17,3,"design","Product Design"
83200,60,2,0,0,1,3610,14,0,"Berkeley, CA","USD",2014-06-26,2014-05-26,3,"fashion","Apparel"
50000,0,0,0,0,1,1738,0,0,"Los Angeles, CA","USD",2012-04-23,2012-02-23,3,"film & video","Film & Video"
800,1517,59,8,6,1,1973,0,0,"Imlay, NV","USD",2011-07-25,2011-06-25,6,"art","Public Art"
700,29,2,0,1,0,1690,3,0,"Westminster, CO","USD",2015-11-06,2015-10-22,3,"crafts","DIY"
3750,4000,47,1,8,1,3493,4,0,"Washington, DC","USD",2012-07-16,2012-06-16,6,"art","Art"
10000,0,0,0,0,1,841,0,0,"Nashville, TN","USD",2011-11-03,2011-09-19,1,"music","Rock"
3000,3285,36,0,1,1,2340,0,1,"Lexington, KY","USD",2015-11-23,2015-10-23,6,"music","Music"
1500,1760,35,0,11,1,2368,0,1,"Houston, TX","USD",2014-02-16,2014-01-22,6,"publishing","Nonfiction"
5000,5250,14,2,2,1,5069,0,0,"New York, NY","USD",2011-10-07,2011-09-07,6,"film & video","Narrative Film"
6000,1,1,0,0,1,1807,0,0,"Madison, WI","USD",2011-01-15,2010-12-16,3,"film & video","Animation"
8175,NA,NA,2,2,1,15241,25,0,"London, UK","USD",2016-10-30,2016-09-30,4,"fashion","Fashion"
4900,202,4,0,3,1,3544,0,0,"Ocean Springs, MS","USD",2012-02-03,2011-12-20,3,"technology","Technology"
500,0,0,0,0,0,737,2,0,"Raleigh, NC","USD",2014-08-22,2014-07-23,3,"publishing","Academic"
5000,10,1,1,1,0,1141,0,0,"Atlanta, GA","USD",2011-11-26,2011-10-12,3,"music","Rock"
8000,13390,172,9,9,1,2573,0,2,"Dallas, TX","USD",2012-05-29,2012-04-03,6,"film & video","Webseries"
35000,75167,4169,405,26,1,10568,13,0,"Derby, UK","GBP",2014-03-30,2014-02-26,6,"games","Video Games"
10000,2626,38,0,1,1,7147,9,0,"Vienna, Austria","EUR",2016-05-30,2016-04-30,3,"games","Playing Cards"
5000,9154,128,0,6,1,0,0,0,"Jacksonville, FL","USD",2016-06-15,2016-05-16,6,"film & video","Film & Video"
129000,10450,21,0,0,1,4175,7,0,"Las Vegas, NV","USD",2014-02-03,2014-01-04,3,"film & video","Documentary"
32000,7281,46,1,3,1,6906,12,0,"Tucson, AZ","USD",2015-03-22,2015-02-20,3,"food","Drinks"
1500,0,0,0,0,0,1228,0,0,"Los Angeles, CA","USD",2015-08-26,2015-08-12,3,"film & video","Horror"
1000,1011,22,0,10,1,2948,0,1,"Portland, OR","USD",2012-10-07,2012-09-07,6,"music","Indie Rock"
10000,4828,181,78,15,1,3428,14,0,"Philadelphia, PA","USD",2013-10-26,2013-09-24,3,"games","Video Games"
500,170,8,0,3,1,1093,0,0,"Raleigh, NC","USD",2013-12-20,2013-11-20,3,"journalism","Journalism"
1500,1507,19,8,6,1,1995,0,0,"Detroit, MI","USD",2011-06-11,2011-05-17,6,"art","Painting"
25000,0,0,0,0,1,2024,0,0,"Long Beach, CA","USD",2012-12-31,2012-11-21,3,"film & video","Documentary"
800,855,30,1,12,1,121,3,0,"Leeds, UK","GBP",2013-02-01,2013-01-07,6,"film & video","Shorts"
15000,17177,167,1,27,1,3077,2,0,"Orlando, FL","USD",2013-09-10,2013-08-05,6,"film & video","Documentary"
15000,31748,606,116,16,0,1667,24,0,"Athens, Greece","USD",2015-11-05,2015-10-06,6,"games","Playing Cards"
40000,1,1,0,0,0,2401,0,0,"Columbus, OH","USD",2014-09-14,2014-08-15,3,"publishing","Publishing"
1600,0,0,0,0,0,776,0,0,"Amarillo, TX","USD",2015-09-15,2015-08-13,3,"film & video","Action"
25000,50584,539,18,5,1,0,4,0,"Brooklyn, NY","USD",2014-09-12,2014-08-12,6,"fashion","Footwear"
60,198,24,1,23,1,4383,11,0,"Johnson City, TN","USD",2013-11-14,2013-10-15,6,"games","Video Games"
7260,13,5,0,0,1,1709,0,0,"Dearborn Heights, MI","USD",2016-05-11,2016-04-11,3,"design","Product Design"
35000,0,0,0,0,1,320,0,0,"Speedway, Mesa, AZ","USD",2014-09-05,2014-08-06,3,"food","Restaurants"
50000,71,3,0,0,1,996,0,3,"Riverdale, GA","USD",2015-06-11,2015-04-27,3,"music","R&B"
3000,5026,59,0,3,1,3069,3,0,"Shawnee, OK","USD",2014-11-02,2014-09-22,6,"film & video","Webseries"
2500,2685,57,0,3,1,2192,1,0,"Austin, TX","USD",2013-06-09,2013-05-10,6,"film & video","Music Videos"
20000,NA,NA,0,0,1,3744,19,0,"Los Angeles, CA","USD",2016-10-21,2016-09-26,4,"design","Product Design"
180000,175,3,1,0,0,2592,0,0,"Perth, AU","AUD",2015-01-08,2014-11-24,3,"games","Mobile Games"
2500,2515,45,1,4,1,947,0,0,"Richmond, VA","USD",2016-04-21,2016-03-15,6,"dance","Performances"
25000,26549,206,8,16,1,6247,3,5,"Los Angeles, CA","USD",2014-12-10,2014-11-10,6,"dance","Performances"
26000,51953,2801,510,44,1,7018,38,7,"Albany, NY","USD",2014-07-23,2014-06-23,6,"games","Video Games"
69000,5195,41,0,1,1,7251,29,0,"Dallas, TX","USD",2013-12-14,2013-11-07,3,"fashion","Fashion"
4450,11470,100,82,14,1,3728,17,0,"Brisbane Central, AU","AUD",2014-03-17,2014-02-17,6,"design","Product Design"
2888,3091,48,1,7,1,4714,0,0,"Austin, TX","USD",2013-03-15,2013-02-13,6,"music","World Music"
100,285,6,0,1,1,1238,7,0,"Chicago, IL","USD",2016-01-05,2015-12-21,6,"fashion","Accessories"
2500,5068,60,6,11,1,0,0,0,"Albany, GA","USD",2016-07-02,2016-06-13,6,"film & video","Television"
23000,30540,733,69,41,1,4944,6,0,"Minneapolis, MN","USD",2012-04-28,2012-03-29,6,"comics","Comics"
2500,410,10,0,1,0,1639,0,0,"San Francisco, CA","USD",2012-07-22,2012-06-29,3,"dance","Dance"
898,335,10,4,1,0,3322,9,0,"Stroudsburg, PA","USD",2013-02-23,2013-01-24,3,"fashion","Fashion"
500,0,0,0,0,0,413,0,0,"London, UK","GBP",2015-02-26,2015-01-27,3,"fashion","Apparel"
1000,459,8,7,1,1,613,24,0,"Kryvyy Rih, Ukraine","USD",2015-08-31,2015-07-29,1,"fashion","Apparel"
15000,0,0,2,0,0,346,0,0,"Salt Lake City, UT","USD",2015-03-27,2015-02-10,3,"fashion","Accessories"
16000,1250,12,0,5,1,2725,0,0,"Austin, TX","USD",2010-01-25,2009-10-27,3,"music","Rock"
1312,1314,6,0,2,0,1617,0,0,"Los Angeles, CA","USD",2015-03-07,2015-02-05,6,"film & video","Comedy"
2000,3016,63,17,8,1,1435,0,0,"New York, NY","USD",2012-02-29,2012-01-04,6,"film & video","Narrative Film"
5000,0,0,0,0,1,0,0,0,"Seattle, WA","USD",2016-07-12,2016-06-12,3,"film & video","Experimental"
55000,73742,2613,321,16,1,0,0,0,"Istanbul, Turkey","EUR",2016-07-01,2016-06-01,6,"games","Video Games"
4000,13787,540,83,7,1,2398,25,2,"Los Angeles, CA","USD",2015-12-15,2015-11-30,6,"design","Graphic Design"
300,466,18,0,4,1,769,6,0,"Arlington, WA","USD",2012-08-29,2012-07-30,6,"comics","Comics"
6000,6276,105,1,6,1,2440,0,0,"Milwaukee, WI","USD",2014-12-19,2014-11-19,6,"film & video","Comedy"
35000,50462,1014,658,59,1,5159,30,5,"Mountain View, CA","USD",2014-08-28,2014-07-30,6,"games","Tabletop Games"
1000,0,0,0,0,0,1395,0,0,"New York, NY","USD",2015-08-03,2015-07-04,1,"journalism","Print"
5000,1004,24,0,7,1,8974,38,0,"London, UK","GBP",2016-03-30,2016-03-01,3,"games","Mobile Games"
2500,0,0,0,0,1,1569,2,0,"Liverpool, UK","GBP",2014-08-08,2014-07-09,1,"technology","Web"
100000,0,0,0,0,0,122,0,0,"Los Angeles, CA","USD",2015-05-16,2015-04-01,3,"fashion","Fashion"
3500,125,7,0,0,0,1146,0,0,"Sandusky, OH","USD",2012-04-07,2012-03-08,3,"games","Games"
350,155,9,0,0,0,775,0,0,"Philadelphia, PA","USD",2015-04-16,2015-03-02,3,"fashion","Fashion"
25000,1110,10,3,0,1,1984,2,1,"Dover, DE","USD",2011-08-24,2011-06-25,3,"film & video","Documentary"
50000,1,1,0,0,0,764,0,0,"Norfolk, VA","USD",2015-08-01,2015-06-02,3,"technology","Web"
300,400,13,0,3,0,2139,1,2,"Philadelphia, PA","USD",2016-05-24,2016-05-03,6,"publishing","Literary Journals"
40000,8761,79,0,5,1,7721,53,3,"Berlin, Germany","USD",2014-12-22,2014-10-23,3,"film & video","Documentary"
7500,7709,92,26,18,1,613,4,0,"New York, NY","USD",2012-01-25,2011-12-11,6,"design","Product Design"
10000,100,1,0,0,0,1011,0,0,"New York, NY","USD",2012-06-29,2012-05-30,1,"film & video","Film & Video"
8000,8036,43,2,14,0,2650,0,0,"New York, NY","USD",2010-09-08,2010-08-03,6,"music","Indie Rock"
15000,35,2,0,0,0,3675,0,0,"Placentia, CA","USD",2011-01-01,2010-11-24,1,"film & video","Narrative Film"
1500,511,8,0,0,1,448,0,0,"Studio City, Los Angeles, CA","USD",2012-09-23,2012-08-24,3,"music","Rock"
1000,1218,26,3,8,1,839,0,0,"New Haven, CT","USD",2012-03-30,2012-03-04,6,"film & video","Shorts"
125000,42804,371,31,12,1,7766,6,1,"Los Angeles, CA","USD",2011-12-30,2011-10-31,3,"film & video","Film & Video"
8000,1521,15,3,2,1,3942,0,0,"San Diego, CA","USD",2011-02-13,2011-01-04,3,"food","Food"
30000,81981,829,339,18,1,4293,21,0,"Denton, TX","USD",2014-08-21,2014-07-22,6,"design","Product Design"
12000,12280,95,15,9,1,1267,0,0,"Hollywood, Los Angeles, CA","USD",2012-01-15,2011-12-10,6,"music","Music"
250,450,17,0,14,1,2954,0,0,"Saginaw, MI","USD",2012-09-15,2012-08-16,6,"film & video","Film & Video"
3600,5403,67,3,17,1,1346,23,1,"Los Angeles, CA","USD",2015-05-21,2015-04-21,6,"fashion","Jewelry"
12000,NA,NA,0,0,1,2993,0,0,"Greater Manchester, UK","GBP",2016-08-30,2016-07-03,3,"food","Food"
9000,689,19,0,0,1,1287,2,0,"Ukiah, CA","USD",2014-12-04,2014-10-29,3,"art","Public Art"
100000,20,1,0,0,0,440,0,0,"Denver, CO","USD",2011-11-27,2011-09-28,3,"film & video","Narrative Film"
5000,150,2,0,0,1,2410,0,0,"Rialto, CA","USD",2016-03-02,2016-01-21,3,"photography","Places"
100,131,12,0,1,1,760,0,0,"Birmingham, AL","USD",2014-08-01,2014-07-02,6,"theater","Theater"
3520,20032,423,190,82,1,2538,6,0,"Oakland, CA","USD",2014-07-11,2014-06-06,6,"games","Tabletop Games"
200000,2273,23,2,12,1,626,37,0,"Irvine, CA","USD",2015-02-01,2014-12-03,3,"technology","Wearables"
3500,4269,69,1,9,0,2690,0,0,"Santa Fe, NM","USD",2012-10-17,2012-09-20,6,"publishing","Fiction"
30000,32537,108,3,3,1,3164,47,0,"Santiago, Chile","USD",2016-01-06,2015-12-07,6,"design","Product Design"
50000,238,5,0,0,1,0,0,0,"Miami, FL","USD",2016-07-15,2016-06-15,3,"fashion","Childrenswear"
20000,25,1,0,0,0,247,0,0,"Phoenix, AZ","USD",2015-05-18,2015-04-17,1,"music","R&B"
5000,25,2,0,0,0,1025,0,0,"Cedar Rapids, IA","USD",2014-08-10,2014-07-11,3,"photography","Photography"
3000,3001,75,8,5,1,3516,3,1,"Brooklyn, NY","USD",2011-11-14,2011-09-15,6,"art","Public Art"
2000,1,1,0,0,0,1887,0,0,"Chicago, IL","USD",2014-08-09,2014-07-14,3,"film & video","Experimental"
5500,6042,107,0,3,1,3004,4,0,"Madison, WI","USD",2014-08-06,2014-07-09,6,"theater","Theater"
3000,1447,38,1,1,1,1232,9,0,"Savannah, GA","USD",2014-06-12,2014-05-13,3,"design","Graphic Design"
3000,4177,82,0,5,1,1973,0,0,"Brooklyn, NY","USD",2012-10-23,2012-09-23,6,"publishing","Publishing"
4000,710,12,0,0,0,1003,0,0,"Los Angeles, CA","USD",2012-11-12,2012-10-31,3,"film & video","Shorts"
350000,497,9,0,2,1,3910,0,0,"New York, NY","USD",2014-07-16,2014-05-19,3,"music","R&B"
19000,7771,7,1,0,1,1385,0,1,"Houston, TX","USD",2014-02-17,2014-01-03,3,"music","Music"
65000,76381,1317,34,13,1,5568,7,0,"Gerlach, NV","USD",2013-05-30,2013-04-12,6,"art","Public Art"
2000,2035,26,0,4,1,1977,0,0,"Artesia, NM","USD",2011-09-30,2011-08-31,6,"music","Music"
300,471,13,1,7,0,511,0,0,"Syracuse, UT","USD",2015-05-15,2015-04-15,6,"crafts","Woodworking"
1200,30,1,0,0,0,348,0,0,"College Park, MD","USD",2014-11-20,2014-10-21,3,"art","Art"
14000,9266,255,11,7,0,2282,24,1,"Adelaide, AU","AUD",2015-09-17,2015-08-08,1,"games","Playing Cards"
2000,50,1,0,0,1,0,1,0,"London, UK","GBP",2015-12-01,2015-11-24,3,"music","Hip-Hop"
35000,2300,22,0,2,1,11036,10,0,"Cookeville, TN","USD",2013-08-16,2013-07-12,3,"film & video","Film & Video"
1000,5,1,1,0,0,1088,0,0,"Harrisburg, PA","USD",2014-09-07,2014-08-08,3,"publishing","Fiction"
1000,261,16,3,0,1,1359,0,0,"Chicago, IL","USD",2011-07-02,2011-06-02,3,"film & video","Film & Video"
777,1041,26,0,0,0,4671,1,1,"Vancouver, Canada","USD",2014-02-10,2014-01-21,6,"film & video","Documentary"
12000,20583,92,4,7,1,2616,0,0,"Los Angeles, CA","USD",2014-08-05,2014-07-16,6,"food","Small Batch"
500,522,13,0,4,1,0,0,0,"Hyderabad, Pakistan","GBP",2014-06-28,2014-06-01,6,"film & video","Horror"
1500,40,1,0,0,0,2486,0,0,"Vista, CA","USD",2014-08-17,2014-07-18,3,"art","Art"
4500,100,4,0,0,1,3155,50,6,"Gastonia, NC","USD",2016-03-22,2016-02-23,1,"technology","Wearables"
40000,3611,17,0,3,1,3194,0,0,"Amherst, OH","USD",2012-06-23,2012-05-14,3,"food","Food"
20000,55208,672,80,14,1,13591,20,0,"St. Joseph, MI","USD",2013-03-10,2013-02-08,6,"games","Tabletop Games"
2000,2050,37,0,2,1,3946,15,0,"Portland, OR","USD",2015-07-11,2015-06-11,6,"publishing","Fiction"
500,530,20,2,2,1,3269,13,1,"Paris, France","EUR",2015-06-24,2015-06-09,6,"film & video","Shorts"
1500,1630,42,0,15,1,1108,0,0,"Nutbourne, UK","GBP",2014-06-14,2014-05-15,6,"music","Faith"
500,0,0,0,0,1,0,0,0,"Cleveland, OH","USD",2016-06-17,2016-05-27,3,"film & video","Film & Video"
1200,194,6,0,0,1,1179,0,0,"Olympia, WA","USD",2012-09-23,2012-08-24,3,"music","Music"
13500,880,6,0,1,0,5371,4,0,"Mexico City, Mexico","GBP",2015-05-20,2015-04-15,3,"games","Video Games"
15000,30279,461,407,25,1,0,0,0,"Turin, Italy","EUR",2016-07-28,2016-06-27,6,"games","Tabletop Games"
11000,260,2,0,0,1,2503,0,0,"Downtown Toronto, Canada","CAD",2015-06-20,2015-06-05,3,"crafts","DIY"
30000,53426,314,74,22,1,2675,38,0,"Portland, OR","CAD",2016-02-08,2015-12-29,6,"fashion","Apparel"
4500,5015,77,8,7,1,3025,0,0,"Hammond, LA","USD",2012-05-20,2012-04-04,6,"music","Indie Rock"
10000,38020,333,44,23,1,3121,9,0,"Chapel Hill, NC","USD",2014-05-07,2014-04-07,6,"fashion","Fashion"
750,235,12,0,2,1,895,0,0,"","USD",2010-04-19,2010-03-18,3,"art","Illustration"
15000,15464,139,4,3,1,6160,3,0,"Austin, TX","USD",2014-08-19,2014-07-10,6,"music","Hip-Hop"
20000,0,0,0,1,0,960,0,0,"Araguari, Brazil","USD",2015-07-11,2015-06-11,1,"technology","Technology"
2000,295,7,1,1,0,0,0,0,"Anchorage, AK","USD",2013-11-04,2013-10-15,3,"music","Music"
1500,370,5,0,3,0,1914,2,0,"Manhattan, NY","USD",2014-10-20,2014-09-06,3,"publishing","Fiction"
9000,15,1,0,0,1,4713,2,0,"Austin, TX","USD",2014-08-27,2014-07-28,3,"music","Music"
10000,18273,233,15,3,1,2078,14,0,"Los Angeles, CA","USD",2016-09-10,2016-07-27,6,"design","Design"
3000,5,1,0,0,1,0,0,0,"Manhattan, NY","USD",2016-08-06,2016-07-20,3,"dance","Performances"
1200,0,0,0,0,0,460,0,0,"New Lebanon, OH","USD",2012-03-17,2012-01-17,1,"music","Rock"
25000,25381,319,14,23,1,8892,8,1,"Athens, Greece","USD",2013-09-25,2013-08-13,6,"film & video","Shorts"
5000,2001,24,0,3,1,5587,16,3,"Ewa Beach, HI","USD",2016-04-09,2016-03-10,3,"fashion","Apparel"
